cell,cell_id,cell_types
singles-160818-BM1137-pDC-LS-24,cell_2689,pDC
singles-160818-BM1137-pDC-LS-25,cell_2690,pDC
singles-160818-BM1137-pDC-LS-26,cell_2691,pDC
singles-160818-BM1137-pDC-LS-27,cell_2692,pDC
singles-160818-BM1137-pDC-LS-28,cell_2693,pDC
singles-160818-BM1137-pDC-LS-29,cell_2694,pDC
singles-160818-BM1137-pDC-LS-30,cell_2695,pDC
singles-160818-BM1137-pDC-LS-31,cell_2696,pDC
singles-160818-BM1137-pDC-LS-32,cell_2697,pDC
singles-160818-BM1137-pDC-LS-33,cell_2698,pDC
singles-160818-BM1137-pDC-LS-34,cell_2699,pDC
singles-160818-BM1137-pDC-LS-35,cell_2700,pDC
singles-160818-BM1137-pDC-LS-36,cell_2701,pDC
singles-160818-BM1137-pDC-LS-37,cell_2702,pDC
singles-160818-BM1137-pDC-LS-38,cell_2703,pDC
singles-160818-BM1137-pDC-LS-39,cell_2704,pDC
singles-160818-BM1137-pDC-LS-40,cell_2705,pDC
singles-160818-BM1137-pDC-LS-41,cell_2706,pDC
singles-160818-BM1137-pDC-LS-42,cell_2707,pDC
singles-160818-BM1137-pDC-LS-43,cell_2708,pDC
singles-160818-BM1137-pDC-LS-44,cell_2709,pDC
singles-160818-BM1137-pDC-LS-45,cell_2710,pDC
singles-160818-BM1137-pDC-LS-46,cell_2711,pDC
singles-160818-BM1137-pDC-LS-47,cell_2712,pDC
singles-160818-BM1137-pDC-LS-48,cell_2713,pDC
singles-160818-BM1137-pDC-LS-49,cell_2714,pDC
singles-160818-BM1137-pDC-LS-50,cell_2715,pDC
singles-160818-BM1137-pDC-LS-51,cell_2716,pDC
singles-160818-BM1137-pDC-LS-52,cell_2717,pDC
singles-160818-BM1137-pDC-LS-53,cell_2718,pDC
singles-160818-BM1137-pDC-LS-54,cell_2719,pDC
singles-160818-BM1137-pDC-LS-55,cell_2720,pDC
singles-160818-BM1137-pDC-LS-56,cell_2721,pDC
singles-160818-BM1137-pDC-LS-57,cell_2722,pDC
singles-160818-BM1137-pDC-LS-58,cell_2723,pDC
singles-160818-BM1137-pDC-LS-59,cell_2724,pDC
singles-160818-BM1137-pDC-LS-60,cell_2725,pDC
singles-160818-BM1137-pDC-LS-61,cell_2726,pDC
singles-160818-BM1137-pDC-LS-62,cell_2727,pDC
singles-160818-BM1137-pDC-LS-63,cell_2728,pDC
singles-160818-BM1137-pDC-LS-64,cell_2729,pDC
singles-160818-BM1137-pDC-LS-65,cell_2730,pDC
singles-160818-BM1137-pDC-LS-66,cell_2731,pDC
singles-160818-BM1137-pDC-LS-67,cell_2732,pDC
singles-160818-BM1137-pDC-LS-68,cell_2733,pDC
singles-160818-BM1137-pDC-LS-69,cell_2734,pDC
singles-160818-BM1137-pDC-LS-70,cell_2735,pDC
singles-160818-BM1137-pDC-LS-71,cell_2736,pDC
singles-160818-BM1137-pDC-LS-72,cell_2737,pDC
singles-160818-BM1137-pDC-LS-73,cell_2738,pDC
singles-160818-BM1137-pDC-LS-74,cell_2739,pDC
singles-160818-BM1137-pDC-LS-75,cell_2740,pDC
singles-160818-BM1137-pDC-LS-76,cell_2741,pDC
singles-160818-BM1137-pDC-LS-77,cell_2742,pDC
singles-160818-BM1137-pDC-LS-78,cell_2743,pDC
singles-160818-BM1137-pDC-LS-79,cell_2744,pDC
singles-160818-BM1137-pDC-LS-80,cell_2745,pDC
singles-160818-BM1137-pDC-LS-81,cell_2746,pDC
singles-160818-BM1137-pDC-LS-82,cell_2747,pDC
singles-160818-BM1137-pDC-LS-83,cell_2748,pDC
singles-160818-BM1137-pDC-LS-84,cell_2749,pDC
singles-160818-BM1137-pDC-LS-85,cell_2750,pDC
singles-160818-BM1137-pDC-LS-86,cell_2751,pDC
singles-160818-BM1137-pDC-LS-87,cell_2752,pDC
singles-160818-BM1137-pDC-LS-88,cell_2753,pDC
singles-160818-BM1137-pDC-LS-89,cell_2754,pDC
singles-160818-BM1137-pDC-LS-90,cell_2755,pDC
singles-160818-BM1137-pDC-LS-91,cell_2756,pDC
singles-160818-BM1137-pDC-LS-92,cell_2757,pDC
singles-160818-BM1137-pDC-LS-93,cell_2758,pDC
singles-160818-BM1137-pDC-LS-94,cell_2759,pDC
singles-160818-BM1137-pDC-LS-95,cell_2760,pDC
singles-160818-BM1137-pDC-LS-96,cell_2761,pDC
singles-160819-BM1137-CMP-LS-1,cell_2762,CMP
singles-160819-BM1137-CMP-LS-2,cell_2763,CMP
singles-160819-BM1137-CMP-LS-3,cell_2764,CMP
singles-160819-BM1137-CMP-LS-4,cell_2765,CMP
singles-160819-BM1137-CMP-LS-5,cell_2766,CMP
singles-160819-BM1137-CMP-LS-6,cell_2767,CMP
singles-160819-BM1137-CMP-LS-7,cell_2768,CMP
singles-160819-BM1137-CMP-LS-8,cell_2769,CMP
singles-160819-BM1137-CMP-LS-9,cell_2770,CMP
singles-160819-BM1137-CMP-LS-10,cell_2771,CMP
singles-160819-BM1137-CMP-LS-11,cell_2772,CMP
singles-160819-BM1137-CMP-LS-12,cell_2773,CMP
singles-160819-BM1137-CMP-LS-13,cell_2774,CMP
singles-160819-BM1137-CMP-LS-14,cell_2775,CMP
singles-160819-BM1137-CMP-LS-15,cell_2776,CMP
singles-160819-BM1137-CMP-LS-16,cell_2777,CMP
singles-160819-BM1137-CMP-LS-17,cell_2778,CMP
singles-160819-BM1137-CMP-LS-18,cell_2779,CMP
singles-160819-BM1137-CMP-LS-19,cell_2780,CMP
singles-160819-BM1137-CMP-LS-20,cell_2781,CMP
singles-160819-BM1137-CMP-LS-21,cell_2782,CMP
singles-160819-BM1137-CMP-LS-22,cell_2783,CMP
singles-160819-BM1137-CMP-LS-23,cell_2784,CMP
singles-160819-BM1137-CMP-LS-24,cell_2785,CMP
singles-160819-BM1137-CMP-LS-25,cell_2786,CMP
singles-160819-BM1137-CMP-LS-26,cell_2787,CMP
singles-160819-BM1137-CMP-LS-27,cell_2788,CMP
singles-160819-BM1137-CMP-LS-28,cell_2789,CMP
singles-160819-BM1137-CMP-LS-29,cell_2790,CMP
singles-160819-BM1137-CMP-LS-30,cell_2791,CMP
singles-160819-BM1137-CMP-LS-31,cell_2792,CMP
singles-160819-BM1137-CMP-LS-32,cell_2793,CMP
singles-160819-BM1137-CMP-LS-33,cell_2794,CMP
singles-160819-BM1137-CMP-LS-34,cell_2795,CMP
singles-160819-BM1137-CMP-LS-35,cell_2796,CMP
singles-160819-BM1137-CMP-LS-36,cell_2797,CMP
singles-160819-BM1137-CMP-LS-37,cell_2798,CMP
singles-160819-BM1137-CMP-LS-38,cell_2799,CMP
singles-160819-BM1137-CMP-LS-39,cell_2800,CMP
singles-160819-BM1137-CMP-LS-40,cell_2801,CMP
singles-160819-BM1137-CMP-LS-41,cell_2802,CMP
singles-160819-BM1137-CMP-LS-42,cell_2803,CMP
singles-160819-BM1137-CMP-LS-43,cell_2804,CMP
singles-160819-BM1137-CMP-LS-44,cell_2805,CMP
singles-160819-BM1137-CMP-LS-45,cell_2806,CMP
singles-160819-BM1137-CMP-LS-46,cell_2807,CMP
singles-160819-BM1137-CMP-LS-47,cell_2808,CMP
singles-160819-BM1137-CMP-LS-48,cell_2809,CMP
singles-160819-BM1137-CMP-LS-49,cell_2810,CMP
singles-160819-BM1137-CMP-LS-50,cell_2811,CMP
singles-160819-BM1137-CMP-LS-51,cell_2812,CMP
singles-160819-BM1137-CMP-LS-52,cell_2813,CMP
singles-160819-BM1137-CMP-LS-53,cell_2814,CMP
singles-160819-BM1137-CMP-LS-54,cell_2815,CMP
singles-160819-BM1137-CMP-LS-55,cell_2816,CMP
singles-160819-BM1137-CMP-LS-56,cell_2817,CMP
singles-160819-BM1137-CMP-LS-57,cell_2818,CMP
singles-160819-BM1137-CMP-LS-58,cell_2819,CMP
singles-160819-BM1137-CMP-LS-59,cell_2820,CMP
singles-160819-BM1137-CMP-LS-60,cell_2821,CMP
singles-160819-BM1137-CMP-LS-61,cell_2822,CMP
singles-160819-BM1137-CMP-LS-62,cell_2823,CMP
singles-160819-BM1137-CMP-LS-63,cell_2824,CMP
singles-160819-BM1137-CMP-LS-64,cell_2825,CMP
singles-160819-BM1137-CMP-LS-65,cell_2826,CMP
singles-160819-BM1137-CMP-LS-66,cell_2827,CMP
singles-160819-BM1137-CMP-LS-67,cell_2828,CMP
singles-160819-BM1137-CMP-LS-68,cell_2829,CMP
singles-160819-BM1137-CMP-LS-69,cell_2830,CMP
singles-160819-BM1137-CMP-LS-70,cell_2831,CMP
singles-160819-BM1137-CMP-LS-71,cell_2832,CMP
singles-160819-BM1137-CMP-LS-72,cell_2833,CMP
singles-160819-BM1137-CMP-LS-73,cell_2834,CMP
singles-160819-BM1137-CMP-LS-74,cell_2835,CMP
singles-160819-BM1137-CMP-LS-75,cell_2836,CMP
singles-160819-BM1137-CMP-LS-76,cell_2837,CMP
singles-160819-BM1137-CMP-LS-77,cell_2838,CMP
singles-160819-BM1137-CMP-LS-78,cell_2839,CMP
singles-160819-BM1137-CMP-LS-79,cell_2840,CMP
singles-160819-BM1137-CMP-LS-80,cell_2841,CMP
singles-160819-BM1137-CMP-LS-81,cell_2842,CMP
singles-160819-BM1137-CMP-LS-82,cell_2843,CMP
singles-160819-BM1137-CMP-LS-83,cell_2844,CMP
singles-160819-BM1137-CMP-LS-84,cell_2845,CMP
singles-160819-BM1137-CMP-LS-85,cell_2846,CMP
singles-160819-BM1137-CMP-LS-86,cell_2847,CMP
singles-160819-BM1137-CMP-LS-87,cell_2848,CMP
singles-160819-BM1137-CMP-LS-88,cell_2849,CMP
singles-160819-BM1137-CMP-LS-89,cell_2850,CMP
singles-160819-BM1137-CMP-LS-90,cell_2851,CMP
singles-160819-BM1137-CMP-LS-91,cell_2852,CMP
singles-160819-BM1137-CMP-LS-92,cell_2853,CMP
singles-160819-BM1137-CMP-LS-93,cell_2854,CMP
singles-160819-BM1137-CMP-LS-94,cell_2855,CMP
singles-160819-BM1137-CMP-LS-95,cell_2856,CMP
singles-160819-BM1137-CMP-LS-96,cell_2857,CMP
singles-160822-BM1137-CMP-LS-1,cell_2858,CMP
singles-160822-BM1137-CMP-LS-2,cell_2859,CMP
singles-160822-BM1137-CMP-LS-3,cell_2860,CMP
singles-160822-BM1137-CMP-LS-4,cell_2861,CMP
singles-160822-BM1137-CMP-LS-5,cell_2862,CMP
singles-160822-BM1137-CMP-LS-6,cell_2863,CMP
singles-160822-BM1137-CMP-LS-7,cell_2864,CMP
singles-160822-BM1137-CMP-LS-8,cell_2865,CMP
singles-160822-BM1137-CMP-LS-9,cell_2866,CMP
singles-160822-BM1137-CMP-LS-10,cell_2867,CMP
singles-160822-BM1137-CMP-LS-11,cell_2868,CMP
singles-160822-BM1137-CMP-LS-12,cell_2869,CMP
singles-160822-BM1137-CMP-LS-13,cell_2870,CMP
singles-160822-BM1137-CMP-LS-14,cell_2871,CMP
singles-160822-BM1137-CMP-LS-15,cell_2872,CMP
singles-160822-BM1137-CMP-LS-16,cell_2873,CMP
singles-160822-BM1137-CMP-LS-17,cell_2874,CMP
singles-160822-BM1137-CMP-LS-18,cell_2875,CMP
singles-160822-BM1137-CMP-LS-19,cell_2876,CMP
singles-160822-BM1137-CMP-LS-20,cell_2877,CMP
singles-160822-BM1137-CMP-LS-21,cell_2878,CMP
singles-160822-BM1137-CMP-LS-22,cell_2879,CMP
singles-160822-BM1137-CMP-LS-23,cell_2880,CMP
singles-160822-BM1137-CMP-LS-24,cell_2881,CMP
singles-160822-BM1137-CMP-LS-25,cell_2882,CMP
singles-160822-BM1137-CMP-LS-26,cell_2883,CMP
singles-160822-BM1137-CMP-LS-27,cell_2884,CMP
singles-160822-BM1137-CMP-LS-28,cell_2885,CMP
singles-160822-BM1137-CMP-LS-29,cell_2886,CMP
singles-160822-BM1137-CMP-LS-30,cell_2887,CMP
singles-160822-BM1137-CMP-LS-31,cell_2888,CMP
singles-160822-BM1137-CMP-LS-32,cell_2889,CMP
singles-160822-BM1137-CMP-LS-33,cell_2890,CMP
singles-160822-BM1137-CMP-LS-34,cell_2891,CMP
singles-160822-BM1137-CMP-LS-35,cell_2892,CMP
singles-160822-BM1137-CMP-LS-36,cell_2893,CMP
singles-160822-BM1137-CMP-LS-37,cell_2894,CMP
singles-160822-BM1137-CMP-LS-38,cell_2895,CMP
singles-160822-BM1137-CMP-LS-39,cell_2896,CMP
singles-160822-BM1137-CMP-LS-40,cell_2897,CMP
singles-160822-BM1137-CMP-LS-41,cell_2898,CMP
singles-160822-BM1137-CMP-LS-42,cell_2899,CMP
singles-160822-BM1137-CMP-LS-43,cell_2900,CMP
singles-160822-BM1137-CMP-LS-44,cell_2901,CMP
singles-160822-BM1137-CMP-LS-45,cell_2902,CMP
singles-160822-BM1137-CMP-LS-46,cell_2903,CMP
singles-160822-BM1137-CMP-LS-47,cell_2904,CMP
singles-160822-BM1137-CMP-LS-48,cell_2905,CMP
singles-160822-BM1137-CMP-LS-49,cell_2906,CMP
singles-160822-BM1137-CMP-LS-50,cell_2907,CMP
singles-160822-BM1137-CMP-LS-51,cell_2908,CMP
singles-160822-BM1137-CMP-LS-52,cell_2909,CMP
singles-160822-BM1137-CMP-LS-53,cell_2910,CMP
singles-160822-BM1137-CMP-LS-54,cell_2911,CMP
singles-160822-BM1137-CMP-LS-55,cell_2912,CMP
singles-160822-BM1137-CMP-LS-56,cell_2913,CMP
singles-160822-BM1137-CMP-LS-57,cell_2914,CMP
singles-160822-BM1137-CMP-LS-58,cell_2915,CMP
singles-160822-BM1137-CMP-LS-59,cell_2916,CMP
singles-160822-BM1137-CMP-LS-60,cell_2917,CMP
singles-160822-BM1137-CMP-LS-61,cell_2918,CMP
singles-160822-BM1137-CMP-LS-62,cell_2919,CMP
singles-160822-BM1137-CMP-LS-63,cell_2920,CMP
singles-160822-BM1137-CMP-LS-64,cell_2921,CMP
singles-160822-BM1137-CMP-LS-65,cell_2922,CMP
singles-160822-BM1137-CMP-LS-66,cell_2923,CMP
singles-160822-BM1137-CMP-LS-67,cell_2924,CMP
singles-160822-BM1137-CMP-LS-68,cell_2925,CMP
singles-160822-BM1137-CMP-LS-69,cell_2926,CMP
singles-160822-BM1137-CMP-LS-70,cell_2927,CMP
singles-160822-BM1137-CMP-LS-71,cell_2928,CMP
singles-160822-BM1137-CMP-LS-72,cell_2929,CMP
singles-160822-BM1137-CMP-LS-73,cell_2930,CMP
singles-160822-BM1137-CMP-LS-74,cell_2931,CMP
singles-160822-BM1137-CMP-LS-75,cell_2932,CMP
singles-160822-BM1137-CMP-LS-76,cell_2933,CMP
singles-160822-BM1137-CMP-LS-77,cell_2934,CMP
singles-160822-BM1137-CMP-LS-78,cell_2935,CMP
singles-160822-BM1137-CMP-LS-79,cell_2936,CMP
singles-160822-BM1137-CMP-LS-80,cell_2937,CMP
singles-160822-BM1137-CMP-LS-81,cell_2938,CMP
singles-160822-BM1137-CMP-LS-82,cell_2939,CMP
singles-160822-BM1137-CMP-LS-83,cell_2940,CMP
singles-160822-BM1137-CMP-LS-84,cell_2941,CMP
singles-160822-BM1137-CMP-LS-85,cell_2942,CMP
singles-160822-BM1137-CMP-LS-86,cell_2943,CMP
singles-160822-BM1137-CMP-LS-87,cell_2944,CMP
singles-160822-BM1137-CMP-LS-88,cell_2945,CMP
singles-160822-BM1137-CMP-LS-89,cell_2946,CMP
singles-160822-BM1137-CMP-LS-90,cell_2947,CMP
singles-160822-BM1137-CMP-LS-91,cell_2948,CMP
singles-160822-BM1137-CMP-LS-92,cell_2949,CMP
singles-160822-BM1137-CMP-LS-93,cell_2950,CMP
singles-160822-BM1137-CMP-LS-94,cell_2951,CMP
singles-160822-BM1137-CMP-LS-95,cell_2952,CMP
singles-160822-BM1137-CMP-LS-96,cell_2953,CMP
