cell,cell_id,cell_types
singles-20160617-scATAC-BM1214-CMP-LS-34,cell_2316,CMP
singles-20160617-scATAC-BM1214-CMP-LS-35,cell_2317,CMP
singles-20160617-scATAC-BM1214-CMP-LS-36,cell_2318,CMP
singles-20160617-scATAC-BM1214-CMP-LS-37,cell_2319,CMP
singles-20160617-scATAC-BM1214-CMP-LS-38,cell_2320,CMP
singles-20160617-scATAC-BM1214-CMP-LS-39,cell_2321,CMP
singles-20160617-scATAC-BM1214-CMP-LS-40,cell_2322,CMP
singles-20160617-scATAC-BM1214-CMP-LS-41,cell_2323,CMP
singles-20160617-scATAC-BM1214-CMP-LS-42,cell_2324,CMP
singles-20160617-scATAC-BM1214-CMP-LS-43,cell_2325,CMP
singles-20160617-scATAC-BM1214-CMP-LS-44,cell_2326,CMP
singles-20160617-scATAC-BM1214-CMP-LS-45,cell_2327,CMP
singles-20160617-scATAC-BM1214-CMP-LS-46,cell_2328,CMP
singles-20160617-scATAC-BM1214-CMP-LS-47,cell_2329,CMP
singles-20160617-scATAC-BM1214-CMP-LS-48,cell_2330,CMP
singles-20160617-scATAC-BM1214-CMP-LS-49,cell_2331,CMP
singles-20160617-scATAC-BM1214-CMP-LS-50,cell_2332,CMP
singles-20160617-scATAC-BM1214-CMP-LS-51,cell_2333,CMP
singles-20160617-scATAC-BM1214-CMP-LS-52,cell_2334,CMP
singles-20160617-scATAC-BM1214-CMP-LS-53,cell_2335,CMP
singles-20160617-scATAC-BM1214-CMP-LS-54,cell_2336,CMP
singles-20160617-scATAC-BM1214-CMP-LS-55,cell_2337,CMP
singles-20160617-scATAC-BM1214-CMP-LS-56,cell_2338,CMP
singles-20160617-scATAC-BM1214-CMP-LS-57,cell_2339,CMP
singles-20160617-scATAC-BM1214-CMP-LS-58,cell_2340,CMP
singles-20160617-scATAC-BM1214-CMP-LS-59,cell_2341,CMP
singles-20160617-scATAC-BM1214-CMP-LS-60,cell_2342,CMP
singles-20160617-scATAC-BM1214-CMP-LS-61,cell_2343,CMP
singles-20160617-scATAC-BM1214-CMP-LS-62,cell_2344,CMP
singles-20160617-scATAC-BM1214-CMP-LS-63,cell_2345,CMP
singles-20160617-scATAC-BM1214-CMP-LS-64,cell_2346,CMP
singles-20160617-scATAC-BM1214-CMP-LS-65,cell_2347,CMP
singles-20160617-scATAC-BM1214-CMP-LS-66,cell_2348,CMP
singles-20160617-scATAC-BM1214-CMP-LS-67,cell_2349,CMP
singles-20160617-scATAC-BM1214-CMP-LS-68,cell_2350,CMP
singles-20160617-scATAC-BM1214-CMP-LS-69,cell_2351,CMP
singles-20160617-scATAC-BM1214-CMP-LS-70,cell_2352,CMP
singles-20160617-scATAC-BM1214-CMP-LS-71,cell_2353,CMP
singles-20160617-scATAC-BM1214-CMP-LS-72,cell_2354,CMP
singles-20160617-scATAC-BM1214-CMP-LS-73,cell_2355,CMP
singles-20160617-scATAC-BM1214-CMP-LS-74,cell_2356,CMP
singles-20160617-scATAC-BM1214-CMP-LS-75,cell_2357,CMP
singles-20160617-scATAC-BM1214-CMP-LS-76,cell_2358,CMP
singles-20160617-scATAC-BM1214-CMP-LS-77,cell_2359,CMP
singles-20160617-scATAC-BM1214-CMP-LS-78,cell_2360,CMP
singles-20160617-scATAC-BM1214-CMP-LS-79,cell_2361,CMP
singles-20160617-scATAC-BM1214-CMP-LS-80,cell_2362,CMP
singles-20160617-scATAC-BM1214-CMP-LS-81,cell_2363,CMP
singles-20160617-scATAC-BM1214-CMP-LS-82,cell_2364,CMP
singles-20160617-scATAC-BM1214-CMP-LS-83,cell_2365,CMP
singles-20160617-scATAC-BM1214-CMP-LS-84,cell_2366,CMP
singles-20160617-scATAC-BM1214-CMP-LS-85,cell_2367,CMP
singles-20160617-scATAC-BM1214-CMP-LS-86,cell_2368,CMP
singles-20160617-scATAC-BM1214-CMP-LS-87,cell_2369,CMP
singles-20160617-scATAC-BM1214-CMP-LS-88,cell_2370,CMP
singles-20160617-scATAC-BM1214-CMP-LS-89,cell_2371,CMP
singles-20160617-scATAC-BM1214-CMP-LS-90,cell_2372,CMP
singles-20160617-scATAC-BM1214-CMP-LS-91,cell_2373,CMP
singles-20160617-scATAC-BM1214-CMP-LS-92,cell_2374,CMP
singles-20160617-scATAC-BM1214-CMP-LS-93,cell_2375,CMP
singles-20160617-scATAC-BM1214-CMP-LS-94,cell_2376,CMP
singles-20160617-scATAC-BM1214-CMP-LS-95,cell_2377,CMP
singles-20160617-scATAC-BM1214-CMP-LS-96,cell_2378,CMP
singles-20160726-scATAC-BM1214-CMP-LS-1,cell_2379,CMP
singles-20160726-scATAC-BM1214-CMP-LS-2,cell_2380,CMP
singles-20160726-scATAC-BM1214-CMP-LS-3,cell_2381,CMP
singles-20160726-scATAC-BM1214-CMP-LS-4,cell_2382,CMP
singles-20160726-scATAC-BM1214-CMP-LS-5,cell_2383,CMP
singles-20160726-scATAC-BM1214-CMP-LS-6,cell_2384,CMP
singles-20160726-scATAC-BM1214-CMP-LS-7,cell_2385,CMP
singles-20160726-scATAC-BM1214-CMP-LS-8,cell_2386,CMP
singles-20160726-scATAC-BM1214-CMP-LS-10,cell_2387,CMP
singles-20160726-scATAC-BM1214-CMP-LS-11,cell_2388,CMP
singles-20160726-scATAC-BM1214-CMP-LS-12,cell_2389,CMP
singles-20160726-scATAC-BM1214-CMP-LS-13,cell_2390,CMP
singles-20160726-scATAC-BM1214-CMP-LS-14,cell_2391,CMP
singles-20160726-scATAC-BM1214-CMP-LS-15,cell_2392,CMP
singles-20160726-scATAC-BM1214-CMP-LS-16,cell_2393,CMP
singles-20160726-scATAC-BM1214-CMP-LS-17,cell_2394,CMP
singles-20160726-scATAC-BM1214-CMP-LS-18,cell_2395,CMP
singles-20160726-scATAC-BM1214-CMP-LS-19,cell_2396,CMP
singles-20160726-scATAC-BM1214-CMP-LS-20,cell_2397,CMP
singles-20160726-scATAC-BM1214-CMP-LS-21,cell_2398,CMP
singles-20160726-scATAC-BM1214-CMP-LS-22,cell_2399,CMP
singles-20160726-scATAC-BM1214-CMP-LS-23,cell_2400,CMP
singles-20160726-scATAC-BM1214-CMP-LS-24,cell_2401,CMP
singles-20160726-scATAC-BM1214-CMP-LS-25,cell_2402,CMP
singles-20160726-scATAC-BM1214-CMP-LS-26,cell_2403,CMP
singles-20160726-scATAC-BM1214-CMP-LS-27,cell_2404,CMP
singles-20160726-scATAC-BM1214-CMP-LS-28,cell_2405,CMP
singles-20160726-scATAC-BM1214-CMP-LS-29,cell_2406,CMP
singles-20160726-scATAC-BM1214-CMP-LS-30,cell_2407,CMP
singles-20160726-scATAC-BM1214-CMP-LS-31,cell_2408,CMP
singles-20160726-scATAC-BM1214-CMP-LS-32,cell_2409,CMP
singles-20160726-scATAC-BM1214-CMP-LS-33,cell_2410,CMP
singles-20160726-scATAC-BM1214-CMP-LS-34,cell_2411,CMP
singles-20160726-scATAC-BM1214-CMP-LS-35,cell_2412,CMP
singles-20160726-scATAC-BM1214-CMP-LS-36,cell_2413,CMP
singles-20160726-scATAC-BM1214-CMP-LS-37,cell_2414,CMP
singles-20160726-scATAC-BM1214-CMP-LS-38,cell_2415,CMP
singles-20160726-scATAC-BM1214-CMP-LS-39,cell_2416,CMP
singles-20160726-scATAC-BM1214-CMP-LS-40,cell_2417,CMP
singles-20160726-scATAC-BM1214-CMP-LS-41,cell_2418,CMP
singles-20160726-scATAC-BM1214-CMP-LS-42,cell_2419,CMP
singles-20160726-scATAC-BM1214-CMP-LS-43,cell_2420,CMP
singles-20160726-scATAC-BM1214-CMP-LS-44,cell_2421,CMP
singles-20160726-scATAC-BM1214-CMP-LS-45,cell_2422,CMP
singles-20160726-scATAC-BM1214-CMP-LS-46,cell_2423,CMP
singles-20160726-scATAC-BM1214-CMP-LS-47,cell_2424,CMP
singles-20160726-scATAC-BM1214-CMP-LS-48,cell_2425,CMP
singles-20160726-scATAC-BM1214-CMP-LS-49,cell_2426,CMP
singles-20160726-scATAC-BM1214-CMP-LS-50,cell_2427,CMP
singles-20160726-scATAC-BM1214-CMP-LS-51,cell_2428,CMP
singles-20160726-scATAC-BM1214-CMP-LS-52,cell_2429,CMP
singles-20160726-scATAC-BM1214-CMP-LS-53,cell_2430,CMP
singles-20160726-scATAC-BM1214-CMP-LS-54,cell_2431,CMP
singles-20160726-scATAC-BM1214-CMP-LS-55,cell_2432,CMP
singles-20160726-scATAC-BM1214-CMP-LS-56,cell_2433,CMP
singles-20160726-scATAC-BM1214-CMP-LS-57,cell_2434,CMP
singles-20160726-scATAC-BM1214-CMP-LS-58,cell_2435,CMP
singles-20160726-scATAC-BM1214-CMP-LS-59,cell_2436,CMP
singles-20160726-scATAC-BM1214-CMP-LS-60,cell_2437,CMP
singles-20160726-scATAC-BM1214-CMP-LS-61,cell_2438,CMP
singles-20160726-scATAC-BM1214-CMP-LS-62,cell_2439,CMP
singles-20160726-scATAC-BM1214-CMP-LS-63,cell_2440,CMP
singles-20160726-scATAC-BM1214-CMP-LS-64,cell_2441,CMP
singles-20160726-scATAC-BM1214-CMP-LS-65,cell_2442,CMP
singles-20160726-scATAC-BM1214-CMP-LS-66,cell_2443,CMP
singles-20160726-scATAC-BM1214-CMP-LS-67,cell_2444,CMP
singles-20160726-scATAC-BM1214-CMP-LS-68,cell_2445,CMP
singles-20160726-scATAC-BM1214-CMP-LS-69,cell_2446,CMP
singles-20160726-scATAC-BM1214-CMP-LS-70,cell_2447,CMP
singles-20160726-scATAC-BM1214-CMP-LS-71,cell_2448,CMP
singles-20160726-scATAC-BM1214-CMP-LS-72,cell_2449,CMP
singles-20160726-scATAC-BM1214-CMP-LS-73,cell_2450,CMP
singles-20160726-scATAC-BM1214-CMP-LS-74,cell_2451,CMP
singles-20160726-scATAC-BM1214-CMP-LS-75,cell_2452,CMP
singles-20160726-scATAC-BM1214-CMP-LS-76,cell_2453,CMP
singles-20160726-scATAC-BM1214-CMP-LS-77,cell_2454,CMP
singles-20160726-scATAC-BM1214-CMP-LS-78,cell_2455,CMP
singles-20160726-scATAC-BM1214-CMP-LS-79,cell_2456,CMP
singles-20160726-scATAC-BM1214-CMP-LS-80,cell_2457,CMP
singles-20160726-scATAC-BM1214-CMP-LS-81,cell_2458,CMP
singles-20160726-scATAC-BM1214-CMP-LS-82,cell_2459,CMP
singles-20160726-scATAC-BM1214-CMP-LS-83,cell_2460,CMP
singles-20160726-scATAC-BM1214-CMP-LS-84,cell_2461,CMP
singles-20160726-scATAC-BM1214-CMP-LS-85,cell_2462,CMP
singles-20160726-scATAC-BM1214-CMP-LS-86,cell_2463,CMP
singles-20160726-scATAC-BM1214-CMP-LS-87,cell_2464,CMP
singles-20160726-scATAC-BM1214-CMP-LS-88,cell_2465,CMP
singles-20160726-scATAC-BM1214-CMP-LS-89,cell_2466,CMP
singles-20160726-scATAC-BM1214-CMP-LS-90,cell_2467,CMP
singles-20160726-scATAC-BM1214-CMP-LS-91,cell_2468,CMP
singles-20160726-scATAC-BM1214-CMP-LS-92,cell_2469,CMP
singles-20160726-scATAC-BM1214-CMP-LS-93,cell_2470,CMP
singles-20160726-scATAC-BM1214-CMP-LS-94,cell_2471,CMP
singles-20160726-scATAC-BM1214-CMP-LS-95,cell_2472,CMP
singles-20160726-scATAC-BM1214-CMP-LS-96,cell_2473,CMP
singles-160808-scATAC-BM1137-GMP2mid-LS-1,cell_2474,GMP-2
singles-160808-scATAC-BM1137-GMP2mid-LS-2,cell_2475,GMP-2
singles-160808-scATAC-BM1137-GMP2mid-LS-3,cell_2476,GMP-2
singles-160808-scATAC-BM1137-GMP2mid-LS-4,cell_2477,GMP-2
singles-160808-scATAC-BM1137-GMP2mid-LS-5,cell_2478,GMP-2
singles-160808-scATAC-BM1137-GMP2mid-LS-6,cell_2479,GMP-2
singles-160808-scATAC-BM1137-GMP2mid-LS-7,cell_2480,GMP-2
singles-160808-scATAC-BM1137-GMP2mid-LS-8,cell_2481,GMP-2
singles-160808-scATAC-BM1137-GMP2mid-LS-9,cell_2482,GMP-2
singles-160808-scATAC-BM1137-GMP2mid-LS-10,cell_2483,GMP-2
singles-160808-scATAC-BM1137-GMP2mid-LS-11,cell_2484,GMP-2
singles-160808-scATAC-BM1137-GMP2mid-LS-12,cell_2485,GMP-2
singles-160808-scATAC-BM1137-GMP2mid-LS-13,cell_2486,GMP-2
singles-160808-scATAC-BM1137-GMP2mid-LS-14,cell_2487,GMP-2
singles-160808-scATAC-BM1137-GMP2mid-LS-15,cell_2488,GMP-2
singles-160808-scATAC-BM1137-GMP2mid-LS-16,cell_2489,GMP-2
singles-160808-scATAC-BM1137-GMP2mid-LS-17,cell_2490,GMP-2
singles-160808-scATAC-BM1137-GMP2mid-LS-18,cell_2491,GMP-2
singles-160808-scATAC-BM1137-GMP2mid-LS-19,cell_2492,GMP-2
singles-160808-scATAC-BM1137-GMP2mid-LS-20,cell_2493,GMP-2
singles-160808-scATAC-BM1137-GMP2mid-LS-21,cell_2494,GMP-2
singles-160808-scATAC-BM1137-GMP2mid-LS-22,cell_2495,GMP-2
singles-160808-scATAC-BM1137-GMP2mid-LS-23,cell_2496,GMP-2
singles-160808-scATAC-BM1137-GMP2mid-LS-24,cell_2497,GMP-2
singles-160808-scATAC-BM1137-GMP2mid-LS-25,cell_2498,GMP-2
singles-160808-scATAC-BM1137-GMP2mid-LS-26,cell_2499,GMP-2
singles-160808-scATAC-BM1137-GMP2mid-LS-27,cell_2500,GMP-2
singles-160808-scATAC-BM1137-GMP2mid-LS-28,cell_2501,GMP-2
singles-160808-scATAC-BM1137-GMP2mid-LS-29,cell_2502,GMP-2
singles-160808-scATAC-BM1137-GMP2mid-LS-30,cell_2503,GMP-2
singles-160808-scATAC-BM1137-GMP2mid-LS-31,cell_2504,GMP-2
singles-160808-scATAC-BM1137-GMP2mid-LS-32,cell_2505,GMP-2
singles-160808-scATAC-BM1137-GMP2mid-LS-33,cell_2506,GMP-2
singles-160808-scATAC-BM1137-GMP2mid-LS-34,cell_2507,GMP-2
singles-160808-scATAC-BM1137-GMP2mid-LS-35,cell_2508,GMP-2
singles-160808-scATAC-BM1137-GMP2mid-LS-36,cell_2509,GMP-2
singles-160808-scATAC-BM1137-GMP2mid-LS-37,cell_2510,GMP-2
singles-160808-scATAC-BM1137-GMP2mid-LS-38,cell_2511,GMP-2
singles-160808-scATAC-BM1137-GMP2mid-LS-39,cell_2512,GMP-2
singles-160808-scATAC-BM1137-GMP2mid-LS-40,cell_2513,GMP-2
singles-160808-scATAC-BM1137-GMP2mid-LS-41,cell_2514,GMP-2
singles-160808-scATAC-BM1137-GMP2mid-LS-42,cell_2515,GMP-2
singles-160808-scATAC-BM1137-GMP2mid-LS-43,cell_2516,GMP-2
singles-160808-scATAC-BM1137-GMP2mid-LS-44,cell_2517,GMP-2
singles-160808-scATAC-BM1137-GMP2mid-LS-45,cell_2518,GMP-2
singles-160808-scATAC-BM1137-GMP2mid-LS-46,cell_2519,GMP-2
singles-160808-scATAC-BM1137-GMP2mid-LS-47,cell_2520,GMP-2
singles-160808-scATAC-BM1137-GMP2mid-LS-48,cell_2521,GMP-2
singles-160808-scATAC-BM1137-GMP2mid-LS-49,cell_2522,GMP-2
singles-160808-scATAC-BM1137-GMP2mid-LS-50,cell_2523,GMP-2
singles-160808-scATAC-BM1137-GMP2mid-LS-51,cell_2524,GMP-2
singles-160808-scATAC-BM1137-GMP2mid-LS-52,cell_2525,GMP-2
singles-160808-scATAC-BM1137-GMP2mid-LS-53,cell_2526,GMP-2
singles-160808-scATAC-BM1137-GMP2mid-LS-54,cell_2527,GMP-2
singles-160808-scATAC-BM1137-GMP2mid-LS-55,cell_2528,GMP-2
singles-160808-scATAC-BM1137-GMP2mid-LS-56,cell_2529,GMP-2
singles-160808-scATAC-BM1137-GMP2mid-LS-57,cell_2530,GMP-2
singles-160808-scATAC-BM1137-GMP2mid-LS-58,cell_2531,GMP-2
singles-160808-scATAC-BM1137-GMP2mid-LS-59,cell_2532,GMP-2
singles-160808-scATAC-BM1137-GMP2mid-LS-60,cell_2533,GMP-2
singles-160808-scATAC-BM1137-GMP2mid-LS-61,cell_2534,GMP-2
singles-160808-scATAC-BM1137-GMP2mid-LS-62,cell_2535,GMP-2
singles-160808-scATAC-BM1137-GMP2mid-LS-63,cell_2536,GMP-2
singles-160808-scATAC-BM1137-GMP2mid-LS-64,cell_2537,GMP-2
singles-160808-scATAC-BM1137-GMP2mid-LS-65,cell_2538,GMP-2
singles-160808-scATAC-BM1137-GMP2mid-LS-66,cell_2539,GMP-2
singles-160808-scATAC-BM1137-GMP2mid-LS-67,cell_2540,GMP-2
singles-160808-scATAC-BM1137-GMP2mid-LS-68,cell_2541,GMP-2
singles-160808-scATAC-BM1137-GMP2mid-LS-69,cell_2542,GMP-2
singles-160808-scATAC-BM1137-GMP2mid-LS-70,cell_2543,GMP-2
singles-160808-scATAC-BM1137-GMP2mid-LS-71,cell_2544,GMP-2
singles-160808-scATAC-BM1137-GMP2mid-LS-72,cell_2545,GMP-2
singles-160808-scATAC-BM1137-GMP2mid-LS-73,cell_2546,GMP-2
singles-160808-scATAC-BM1137-GMP2mid-LS-74,cell_2547,GMP-2
singles-160808-scATAC-BM1137-GMP2mid-LS-75,cell_2548,GMP-2
singles-160808-scATAC-BM1137-GMP2mid-LS-76,cell_2549,GMP-2
singles-160808-scATAC-BM1137-GMP2mid-LS-77,cell_2550,GMP-2
singles-160808-scATAC-BM1137-GMP2mid-LS-78,cell_2551,GMP-2
singles-160808-scATAC-BM1137-GMP2mid-LS-79,cell_2552,GMP-2
singles-160808-scATAC-BM1137-GMP2mid-LS-80,cell_2553,GMP-2
singles-160808-scATAC-BM1137-GMP2mid-LS-81,cell_2554,GMP-2
singles-160808-scATAC-BM1137-GMP2mid-LS-82,cell_2555,GMP-2
singles-160808-scATAC-BM1137-GMP2mid-LS-83,cell_2556,GMP-2
singles-160808-scATAC-BM1137-GMP2mid-LS-84,cell_2557,GMP-2
singles-160808-scATAC-BM1137-GMP2mid-LS-85,cell_2558,GMP-2
singles-160808-scATAC-BM1137-GMP2mid-LS-86,cell_2559,GMP-2
singles-160808-scATAC-BM1137-GMP2mid-LS-87,cell_2560,GMP-2
singles-160808-scATAC-BM1137-GMP2mid-LS-88,cell_2561,GMP-2
singles-160808-scATAC-BM1137-GMP2mid-LS-89,cell_2562,GMP-2
singles-160808-scATAC-BM1137-GMP2mid-LS-90,cell_2563,GMP-2
singles-160808-scATAC-BM1137-GMP2mid-LS-91,cell_2564,GMP-2
singles-160808-scATAC-BM1137-GMP2mid-LS-92,cell_2565,GMP-2
singles-160808-scATAC-BM1137-GMP2mid-LS-93,cell_2566,GMP-2
singles-160808-scATAC-BM1137-GMP2mid-LS-94,cell_2567,GMP-2
singles-160808-scATAC-BM1137-GMP2mid-LS-95,cell_2568,GMP-2
singles-160808-scATAC-BM1137-GMP2mid-LS-96,cell_2569,GMP-2
singles-160809-scATAC-BM1137-GMP1low-LS-1,cell_2570,GMP-1
singles-160809-scATAC-BM1137-GMP1low-LS-2,cell_2571,GMP-1
singles-160809-scATAC-BM1137-GMP1low-LS-3,cell_2572,GMP-1
singles-160809-scATAC-BM1137-GMP1low-LS-4,cell_2573,GMP-1
singles-160809-scATAC-BM1137-GMP1low-LS-5,cell_2574,GMP-1
singles-160809-scATAC-BM1137-GMP1low-LS-6,cell_2575,GMP-1
singles-160809-scATAC-BM1137-GMP1low-LS-7,cell_2576,GMP-1
singles-160809-scATAC-BM1137-GMP1low-LS-8,cell_2577,GMP-1
singles-160809-scATAC-BM1137-GMP1low-LS-9,cell_2578,GMP-1
singles-160809-scATAC-BM1137-GMP1low-LS-10,cell_2579,GMP-1
singles-160809-scATAC-BM1137-GMP1low-LS-11,cell_2580,GMP-1
singles-160809-scATAC-BM1137-GMP1low-LS-12,cell_2581,GMP-1
singles-160809-scATAC-BM1137-GMP1low-LS-13,cell_2582,GMP-1
singles-160809-scATAC-BM1137-GMP1low-LS-14,cell_2583,GMP-1
singles-160809-scATAC-BM1137-GMP1low-LS-15,cell_2584,GMP-1
singles-160809-scATAC-BM1137-GMP1low-LS-16,cell_2585,GMP-1
singles-160809-scATAC-BM1137-GMP1low-LS-17,cell_2586,GMP-1
singles-160809-scATAC-BM1137-GMP1low-LS-18,cell_2587,GMP-1
singles-160809-scATAC-BM1137-GMP1low-LS-19,cell_2588,GMP-1
singles-160809-scATAC-BM1137-GMP1low-LS-20,cell_2589,GMP-1
singles-160809-scATAC-BM1137-GMP1low-LS-21,cell_2590,GMP-1
singles-160809-scATAC-BM1137-GMP1low-LS-22,cell_2591,GMP-1
singles-160809-scATAC-BM1137-GMP1low-LS-23,cell_2592,GMP-1
singles-160809-scATAC-BM1137-GMP1low-LS-24,cell_2593,GMP-1
singles-160809-scATAC-BM1137-GMP1low-LS-25,cell_2594,GMP-1
singles-160809-scATAC-BM1137-GMP1low-LS-26,cell_2595,GMP-1
singles-160809-scATAC-BM1137-GMP1low-LS-27,cell_2596,GMP-1
singles-160809-scATAC-BM1137-GMP1low-LS-28,cell_2597,GMP-1
singles-160809-scATAC-BM1137-GMP1low-LS-29,cell_2598,GMP-1
singles-160809-scATAC-BM1137-GMP1low-LS-30,cell_2599,GMP-1
singles-160809-scATAC-BM1137-GMP1low-LS-31,cell_2600,GMP-1
singles-160809-scATAC-BM1137-GMP1low-LS-32,cell_2601,GMP-1
singles-160809-scATAC-BM1137-GMP1low-LS-33,cell_2602,GMP-1
singles-160809-scATAC-BM1137-GMP1low-LS-34,cell_2603,GMP-1
singles-160809-scATAC-BM1137-GMP1low-LS-35,cell_2604,GMP-1
singles-160809-scATAC-BM1137-GMP1low-LS-36,cell_2605,GMP-1
singles-160809-scATAC-BM1137-GMP1low-LS-37,cell_2606,GMP-1
singles-160809-scATAC-BM1137-GMP1low-LS-38,cell_2607,GMP-1
singles-160809-scATAC-BM1137-GMP1low-LS-39,cell_2608,GMP-1
singles-160809-scATAC-BM1137-GMP1low-LS-40,cell_2609,GMP-1
singles-160809-scATAC-BM1137-GMP1low-LS-41,cell_2610,GMP-1
singles-160809-scATAC-BM1137-GMP1low-LS-42,cell_2611,GMP-1
singles-160809-scATAC-BM1137-GMP1low-LS-43,cell_2612,GMP-1
singles-160809-scATAC-BM1137-GMP1low-LS-44,cell_2613,GMP-1
singles-160809-scATAC-BM1137-GMP1low-LS-45,cell_2614,GMP-1
singles-160809-scATAC-BM1137-GMP1low-LS-46,cell_2615,GMP-1
singles-160809-scATAC-BM1137-GMP1low-LS-47,cell_2616,GMP-1
singles-160809-scATAC-BM1137-GMP1low-LS-48,cell_2617,GMP-1
singles-160809-scATAC-BM1137-GMP1low-LS-49,cell_2618,GMP-1
singles-160809-scATAC-BM1137-GMP1low-LS-50,cell_2619,GMP-1
singles-160809-scATAC-BM1137-GMP1low-LS-51,cell_2620,GMP-1
singles-160809-scATAC-BM1137-GMP1low-LS-52,cell_2621,GMP-1
singles-160809-scATAC-BM1137-GMP1low-LS-53,cell_2622,GMP-1
singles-160809-scATAC-BM1137-GMP1low-LS-54,cell_2623,GMP-1
singles-160809-scATAC-BM1137-GMP1low-LS-55,cell_2624,GMP-1
singles-160809-scATAC-BM1137-GMP1low-LS-56,cell_2625,GMP-1
singles-160809-scATAC-BM1137-GMP1low-LS-57,cell_2626,GMP-1
singles-160809-scATAC-BM1137-GMP1low-LS-58,cell_2627,GMP-1
singles-160809-scATAC-BM1137-GMP1low-LS-59,cell_2628,GMP-1
singles-160809-scATAC-BM1137-GMP1low-LS-60,cell_2629,GMP-1
singles-160809-scATAC-BM1137-GMP1low-LS-61,cell_2630,GMP-1
singles-160809-scATAC-BM1137-GMP1low-LS-62,cell_2631,GMP-1
singles-160809-scATAC-BM1137-GMP1low-LS-63,cell_2632,GMP-1
singles-160809-scATAC-BM1137-GMP1low-LS-64,cell_2633,GMP-1
singles-160809-scATAC-BM1137-GMP1low-LS-65,cell_2634,GMP-1
singles-160809-scATAC-BM1137-GMP1low-LS-66,cell_2635,GMP-1
singles-160809-scATAC-BM1137-GMP1low-LS-67,cell_2636,GMP-1
singles-160809-scATAC-BM1137-GMP1low-LS-68,cell_2637,GMP-1
singles-160809-scATAC-BM1137-GMP1low-LS-69,cell_2638,GMP-1
singles-160809-scATAC-BM1137-GMP1low-LS-70,cell_2639,GMP-1
singles-160809-scATAC-BM1137-GMP1low-LS-71,cell_2640,GMP-1
singles-160809-scATAC-BM1137-GMP1low-LS-72,cell_2641,GMP-1
singles-160809-scATAC-BM1137-GMP1low-LS-73,cell_2642,GMP-1
singles-160809-scATAC-BM1137-GMP1low-LS-74,cell_2643,GMP-1
singles-160809-scATAC-BM1137-GMP1low-LS-75,cell_2644,GMP-1
singles-160809-scATAC-BM1137-GMP1low-LS-76,cell_2645,GMP-1
singles-160809-scATAC-BM1137-GMP1low-LS-77,cell_2646,GMP-1
singles-160809-scATAC-BM1137-GMP1low-LS-78,cell_2647,GMP-1
singles-160809-scATAC-BM1137-GMP1low-LS-79,cell_2648,GMP-1
singles-160809-scATAC-BM1137-GMP1low-LS-80,cell_2649,GMP-1
singles-160809-scATAC-BM1137-GMP1low-LS-81,cell_2650,GMP-1
singles-160809-scATAC-BM1137-GMP1low-LS-82,cell_2651,GMP-1
singles-160809-scATAC-BM1137-GMP1low-LS-83,cell_2652,GMP-1
singles-160809-scATAC-BM1137-GMP1low-LS-84,cell_2653,GMP-1
singles-160809-scATAC-BM1137-GMP1low-LS-85,cell_2654,GMP-1
singles-160809-scATAC-BM1137-GMP1low-LS-86,cell_2655,GMP-1
singles-160809-scATAC-BM1137-GMP1low-LS-87,cell_2656,GMP-1
singles-160809-scATAC-BM1137-GMP1low-LS-88,cell_2657,GMP-1
singles-160809-scATAC-BM1137-GMP1low-LS-89,cell_2658,GMP-1
singles-160809-scATAC-BM1137-GMP1low-LS-90,cell_2659,GMP-1
singles-160809-scATAC-BM1137-GMP1low-LS-91,cell_2660,GMP-1
singles-160809-scATAC-BM1137-GMP1low-LS-92,cell_2661,GMP-1
singles-160809-scATAC-BM1137-GMP1low-LS-93,cell_2662,GMP-1
singles-160809-scATAC-BM1137-GMP1low-LS-94,cell_2663,GMP-1
singles-160809-scATAC-BM1137-GMP1low-LS-95,cell_2664,GMP-1
singles-160809-scATAC-BM1137-GMP1low-LS-96,cell_2665,GMP-1
singles-160818-BM1137-pDC-LS-1,cell_2666,pDC
singles-160818-BM1137-pDC-LS-2,cell_2667,pDC
singles-160818-BM1137-pDC-LS-3,cell_2668,pDC
singles-160818-BM1137-pDC-LS-4,cell_2669,pDC
singles-160818-BM1137-pDC-LS-5,cell_2670,pDC
singles-160818-BM1137-pDC-LS-6,cell_2671,pDC
singles-160818-BM1137-pDC-LS-7,cell_2672,pDC
singles-160818-BM1137-pDC-LS-8,cell_2673,pDC
singles-160818-BM1137-pDC-LS-9,cell_2674,pDC
singles-160818-BM1137-pDC-LS-10,cell_2675,pDC
singles-160818-BM1137-pDC-LS-11,cell_2676,pDC
singles-160818-BM1137-pDC-LS-12,cell_2677,pDC
singles-160818-BM1137-pDC-LS-13,cell_2678,pDC
singles-160818-BM1137-pDC-LS-14,cell_2679,pDC
singles-160818-BM1137-pDC-LS-15,cell_2680,pDC
singles-160818-BM1137-pDC-LS-16,cell_2681,pDC
singles-160818-BM1137-pDC-LS-17,cell_2682,pDC
singles-160818-BM1137-pDC-LS-18,cell_2683,pDC
singles-160818-BM1137-pDC-LS-19,cell_2684,pDC
singles-160818-BM1137-pDC-LS-20,cell_2685,pDC
singles-160818-BM1137-pDC-LS-21,cell_2686,pDC
singles-160818-BM1137-pDC-LS-22,cell_2687,pDC
singles-160818-BM1137-pDC-LS-23,cell_2688,pDC
